	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
GSM1267103_HZI1969_Pae_G1a.CEL	4.215622	0.0	0.0	0.22193724	3.5020862	0.042198773	4.583096	0.0	0.0	4.5047855	0.0	0.0	0.0	0.0	0.0	0.0	0.02074954	0.0	0.77912253	0.0
GSM1267104_HZI1970_Pae_G1a.CEL	4.266036	0.0	0.0	0.108227015	3.594154	0.08007177	4.581009	0.0	0.0	4.60477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71410096	0.0
GSM1267105_HZI1971_Pae_G1a.CEL	4.2291574	0.0	0.0	0.10153139	3.4596515	0.0	4.461089	0.0	0.0	4.359648	0.0	0.0	0.0	0.0	0.012805726	0.0	0.0	0.0	0.5129871	0.0
GSM1267106_HZI1972_Pae_G1a.CEL	4.1891427	0.0	0.0	0.088760376	3.3620143	0.0	4.3833323	0.0	0.0	4.170509	0.0	0.0	0.0	0.0	0.046385385	0.0	0.0	0.0	0.49154243	0.0
GSM1267107_HZI1973_Pae_G1a.CEL	4.418523	0.0	0.034518927	0.044623673	3.6145072	0.0	4.0801272	0.0	0.0	4.1901236	0.0	0.0	0.0	0.0	0.116831526	0.0	0.0	0.0	0.37759626	0.0
GSM1267108_HZI1974_G1a.CEL	4.6031914	0.0	0.0	0.0	3.296867	0.0	3.5918255	0.0	0.0	3.8250823	0.0	0.0	0.0	0.0	0.14843877	0.0	0.0011848807	0.0	0.0	0.0
GSM1267109_HZI1975_G1a.CEL	3.9730916	0.0	0.0	0.025305212	3.0551043	0.08976615	3.99399	0.0	0.0	3.7818043	0.0	0.0	0.0	0.0	0.30098245	0.0	0.0	0.02703932	0.03850369	0.12999272
GSM1267110_HZI1976_G1a.CEL	3.3087132	0.0	0.0	0.0	2.733612	0.000908345	3.3618834	0.0	0.079725504	2.8534632	0.0	0.0	0.0	0.013068676	1.548342	0.0	0.0	0.0	0.0	0.21904173
GSM1267111_HZI1977_G1a.CEL	3.3461869	0.0	0.0	0.025551677	3.0494409	0.0	3.5770276	0.0	0.0	3.140607	0.0	0.0	0.0	0.0	1.5738177	0.0	0.0	0.0	0.0	0.0
GSM1267112_HZI1978_G1a.CEL	4.144416	0.0	0.0	0.082530916	3.0811167	0.1236808	4.185937	0.0	0.0	3.9767768	0.0	0.0	0.0	0.0	0.27961317	0.0	0.0	0.0	0.13639385	0.0
GSM1267113_HZI1979_G1a.CEL	4.244103	0.0	0.0	0.13971156	3.0431414	0.08710264	4.044058	0.0	0.0	3.920159	0.0	0.0	0.0	0.0	0.18892299	0.0	0.0	0.0	0.2613713	0.0
GSM155231.CEL	4.819851	0.13871536	2.340501	0.0	0.0	0.0	0.0	0.06096921	0.0	0.0	1.2515278	1.558833	0.10574296	0.0	0.03435106	0.16403875	2.4636974	0.0	4.3340883	0.0
GSM155239.CEL	1.8563493	0.07441105	1.9367208	0.0	0.0	0.24340451	0.30229616	0.25342637	0.0020833611	0.0	0.0	2.8321943	0.0	0.0	0.36953115	0.09104657	2.958773	0.0	3.856824	0.26407284
GSM155240.CEL	2.315779	0.08768475	2.6292498	0.015578926	0.0	0.279637	0.6318797	0.0	0.0	0.98691744	1.3588307	1.3520751	0.0	0.0	0.0	0.1801269	1.9860874	0.29059964	6.6068287	0.0
GSM155241.CEL	1.7254407	0.092747524	2.1595285	0.1307903	0.12927271	0.72899973	1.5803661	0.0	0.0	1.3251415	0.2572054	1.846443	0.0	0.0	0.0	0.15468004	3.049305	0.6032609	6.0572796	0.0
GSM155242.CEL	1.8228998	0.15640418	3.948021	0.0	0.0	0.29216307	1.5792582	0.0	0.0	0.0	0.0	3.2338996	0.0	0.0	0.062039852	0.14798245	2.4726415	0.7386715	6.58014	0.0
GSM155243.CEL	3.740843	0.0	3.2619395	0.14887965	0.0	0.0	0.520369	0.0	0.0	0.0	0.2959259	2.3784246	0.0	0.0	0.0	0.2529212	3.3270895	0.6752515	5.470956	0.0
GSM155244.CEL	1.5585897	0.11642465	3.2732956	0.0	0.013266221	0.085131675	1.773099	0.0	0.0	0.0	1.7230892	1.9622766	0.0	0.0	0.15248756	0.107978016	0.17262019	0.5819813	7.102545	0.0
GSM155245.CEL	1.3020835	0.0802536	3.617147	0.0	0.058649033	0.13852262	1.9945977	0.0	0.0	0.0	0.90315866	2.6747007	0.0	0.0	0.13461399	0.13804027	0.5979681	0.82637465	7.3486958	0.0
GSM156153.CEL	5.5294485	0.590968	0.0	0.52073264	0.0	0.0	0.10700774	0.7288578	0.0	0.0	1.4578571	0.13181353	0.0	0.0	0.0	0.5565995	0.6889081	0.023404866	3.5957074	0.048326433
GSM156154.CEL	0.0	2.6727846	0.0	0.15875375	0.0	1.5827425	0.1961307	0.0	0.0	0.25005454	0.0	0.0	0.0	1.6034222	4.558645	0.2580663	0.0	0.0	0.0	0.0
GSM156155.CEL	6.141078	0.0	0.0	0.17201325	0.0	0.052898306	0.0	0.0	0.0	0.0	3.8382773	0.0	0.0	0.32052436	0.3404026	0.91351163	0.0	0.0	2.1424584	0.0
GSM156156.CEL	4.4548492	0.0	0.0	0.1564706	0.13903886	0.0	0.009008884	0.0	0.0	0.0	3.5079792	0.0	0.0	0.544352	1.1701512	0.45134768	0.0	0.022396594	1.5143572	0.05511272
GSM156157.CEL	6.81493	0.0	0.0	0.0	0.013804629	0.0	0.0	0.0	0.0	0.0	4.5927095	0.0	0.0	0.13834938	0.0	2.0375233	0.0	0.0	3.451241	0.0
GSM156158.CEL	6.912774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1549945	0.0	0.0	0.070349395	0.0	1.6431539	0.0	0.0	4.842986	0.0
GSM156172.CEL	5.4737167	0.0	0.0	0.0	0.17759694	0.0	0.0	0.0	0.0	0.0	5.620494	0.0	0.0	0.6073295	0.032267883	3.2314904	0.0	0.0	2.9972177	0.0
GSM156173.CEL	6.6388702	0.0	0.0	0.0	0.0	0.0	0.048678756	0.0	0.0	0.0	4.803463	0.0	0.0	0.39778048	0.012062259	2.3565054	0.0	0.0	3.9647977	0.0
GSM156174.CEL	6.6560516	3.9685636	0.0	0.81303704	0.0	0.0	0.0	1.8873712	0.0	0.0	1.844003	0.0	1.2175255	0.027053293	0.0	1.3730781	0.56289214	0.0	0.2571985	0.0
GSM156175.CEL	7.242712	4.519029	0.0	0.24395537	0.0	0.39455572	0.0	0.8601766	0.0	0.0	2.0762815	0.0	0.57337415	0.0	0.010134704	2.023848	0.17558932	0.0	0.94262284	0.0
GSM175247.CEL	1.5622108	5.6168942	0.74376327	0.0	0.4647525	0.0	1.3742982	0.0	0.0	1.7208183	0.0	0.0	2.8201213	2.2397015	2.1927073	0.08553168	0.0	0.0	0.0	0.0
GSM175248.CEL	0.2022999	4.1710277	0.0	0.0	0.17399564	0.0	0.94285303	0.0	0.0	0.35430604	0.0	0.0	1.4952648	2.7918203	3.8666005	0.0	0.0	0.0	0.0	0.0
GSM177216.CEL	1.8817817	0.0	1.98878	1.7282286	0.0	3.641134	1.649041	0.0	0.0	2.353995	0.0	0.0	0.6354918	0.0	0.0	0.0	2.763429	0.09171727	0.65674376	0.0
GSM177218.CEL	1.2623118	0.18269446	0.5383433	0.76715696	0.0	3.7522943	0.0	0.0	0.0	1.9919784	0.0	0.0	0.1688717	0.0004213564	1.0827668	0.0	0.9474516	0.04145503	0.0	0.0
GSM187265.CEL	5.7200527	0.38732117	0.0	0.0	0.0	0.0	0.0	0.32383043	0.0219087	0.0	4.0128	0.0	3.5322688	0.2501904	0.008298464	0.017000735	0.0	0.0	0.0	2.4949777
GSM187266.CEL	5.530467	0.49152368	1.8792164	0.13804984	0.0	0.0	1.0407137	0.5534546	0.2812729	0.0	5.5713363	0.0	1.9763958	0.3124146	0.119804606	0.0	0.0	0.0	0.20471582	4.1889873
GSM187267.CEL	7.403471	0.29818013	0.0	0.035496593	0.0	0.0	0.0	0.46800658	0.08764535	0.0	5.3958755	0.0	4.3642335	0.34799626	0.0	0.0	0.0	0.0	0.0	2.1832557
GSM187270.CEL	4.758712	1.0285773	0.0	1.2226093	0.0	0.0	0.0	3.0626493	2.2357836	0.0	5.299603	0.0	4.365931	2.7156742	0.0	0.41201684	0.0	0.0	0.0	3.4713442
GSM187281.CEL	4.841158	0.089048564	0.0	0.25093228	0.0	0.0	0.24354732	2.4308763	1.2355733	0.0	5.1144567	0.0	2.7978525	2.4657748	0.0	0.0	0.0	0.0	0.0	2.381697
GSM187282.CEL	3.9704604	0.5179359	0.0	2.136855	0.0	0.0	0.2493785	3.618231	2.2481055	0.0	4.181941	0.0	2.373825	3.197214	0.33782572	0.3125489	0.0	0.08121422	0.0	3.5473616
GSM187283.CEL	0.7535955	0.68491995	1.063764	0.15137261	1.4497728	0.0	0.057460546	3.2451215	3.263813	0.0	1.866102	0.0	0.006036997	1.7553473	0.0	0.08252652	0.36720034	2.3534489	0.0	3.0175433
GSM187284.CEL	1.4308442	0.28456953	0.94327873	0.0	0.75255764	0.0	0.0	2.5620954	3.5299072	0.0	2.5734348	0.0	0.018555284	2.8782663	0.0	1.0828116	0.09524074	1.9101596	0.0	3.6012156
GSM197237.CEL	0.83926606	0.011190668	4.265338	0.5840547	0.0	4.3569336	0.8882545	0.0	0.010852933	0.76153946	1.0566463	0.044618845	1.7021791	0.0	0.0	0.0	2.6240067	0.0	0.48819706	0.14910632
GSM197238.CEL	0.0	0.21320015	0.9473074	0.0	0.0	0.26162365	0.0	0.0	0.0	0.0	0.19157666	0.0	0.97553504	0.42088282	5.935834	0.0	0.0	0.0	0.0	0.69134647
GSM198186.CEL	7.2140913	0.0	0.0	0.16647035	0.0	0.0	0.251558	0.0	0.0	0.0	3.6523879	0.68241924	1.8524011	0.102532215	0.28787223	0.0	0.0	0.0	0.0	0.7918334
GSM198187.CEL	6.5665054	0.0	0.0	0.0	0.0	0.023279693	0.25119013	0.0	0.0	0.0	4.9236646	0.0	2.910301	0.11338798	0.07823746	0.0	0.0	0.0	0.24739075	1.4313645
GSM198188.CEL	5.5927877	0.0	0.0	0.0	0.0824437	0.0	0.48424655	0.06947509	0.69354177	0.0	4.959043	0.0	2.4376569	1.2470357	0.5451237	0.31104043	0.0	0.0	0.0	1.3863554
GSM198189.CEL	5.8835115	3.3438208	0.38593352	0.22544104	0.0	0.0	2.228026	0.156869	0.0877502	1.3750508	5.5859337	0.0	3.0062819	0.50600415	0.12022488	0.0	0.0	0.0	0.0	1.4084697
GSM198190.CEL	6.059888	3.432412	3.709697	0.57557136	0.0	0.0	4.407221	0.0	0.28297663	1.7900448	6.5266232	0.0	1.1229095	0.66117513	0.0	0.0	0.0	0.0	0.0	0.0
GSM198191.CEL	5.991441	3.122212	2.4162445	0.66456485	0.0	0.0	4.6653166	0.010866776	0.4077007	1.8811197	5.8561187	0.0	1.5170897	0.8048468	0.0	0.0	0.0	0.0	0.0	0.0
GSM199982.CEL	0.098700374	0.5161173	0.8303	0.9346719	0.0	7.3965545	0.0	0.0	0.0	0.0	0.0	0.38431647	0.21299285	0.0	0.0058352035	0.0	1.1969945	0.0	0.0	0.0
GSM199983.CEL	0.02651143	0.48729813	0.81176066	0.9927922	0.0	7.2916327	0.0	0.0	0.0	0.0	0.0	0.3218409	0.18902254	0.0	0.059315093	0.0	1.0915078	0.0	0.0	0.0
GSM199984.CEL	0.06066042	0.12578498	0.41992643	0.0	0.0	6.1256757	0.0	0.0	0.0	0.0	0.0	1.8815371	0.0	0.0050985776	0.85713637	0.0	0.66347486	0.0	0.0	0.0
GSM199985.CEL	0.21049216	0.0	0.39953128	0.0	0.0	6.4078093	0.0	0.0	0.0	0.0	0.0	1.9254054	0.0	0.0	0.54865336	0.0	0.8765539	0.0	0.0	0.0
GSM199986.CEL	0.15640289	0.0518187	0.48150843	0.0	0.0	6.282891	0.0	0.0	0.0	0.0	0.0	1.7737132	0.0	0.0	0.69732744	0.0	0.82364154	0.0	0.0	0.0
GSM208602.CEL	0.68508834	0.10558306	5.5921245	2.7548656	0.0	0.84524924	0.5620871	4.153235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8442006	0.0	0.0	0.0
GSM208603.CEL	0.0	0.0	6.6491675	2.7536182	0.0	0.90863496	1.1952729	4.056176	0.0	0.0	0.7374146	0.0	0.0	0.0	0.0	0.016481489	2.2040043	0.0	0.4114961	0.0
GSM208604.CEL	0.4529017	0.12592202	5.171517	2.3365004	0.0	1.2218683	0.13318515	4.4111195	0.0	0.0	0.0	0.46214932	0.0	0.0	0.0	0.0	1.6485937	0.0	0.0	0.0
GSM208605.CEL	0.0	0.0	6.894376	0.3634383	0.0	0.23026669	2.6083388	4.1495285	0.061250567	0.0	2.8892996	0.0	0.0	0.0	0.0	0.15175483	0.0	0.61369157	1.4918476	0.0
GSM208606.CEL	0.007596314	0.0	3.2858124	0.23181608	0.0	0.0	1.4014393	3.830234	0.048915803	0.0	0.13931698	0.51846534	0.0	0.4953596	0.4445066	0.0	0.76063347	0.101632446	0.0	0.2736091
GSM208607.CEL	0.057236135	0.33410245	5.2325964	0.0	0.0	0.0	3.6237464	6.511918	0.57732975	0.0	0.0	0.0	0.0	0.2659122	0.0	0.107161134	0.0	0.0	0.14453502	0.0
GSM208608.CEL	0.0	0.0	6.8261714	0.015099347	0.0	0.04326058	2.9700737	5.906069	0.0	0.0	0.9686728	0.0	0.0	0.0	0.0	0.12397005	0.0	0.0	0.31283158	0.0
GSM208609.CEL	0.0	0.0	4.9845967	0.0	0.0	0.3027654	1.7860305	4.5942717	0.867781	0.0	0.6443113	0.0	0.0	0.0	0.051776767	0.0	0.0	0.0	0.25680542	0.30473655
GSM208610.CEL	0.0	0.0	6.376886	0.033786118	0.3173859	0.0	3.3499029	4.5453835	0.23922539	0.0	3.4172823	0.0	0.0	0.0	0.0	0.18977098	0.0	1.5134045	2.44912	0.0
GSM208611.CEL	0.0	0.0	6.705177	0.0	0.0	0.0	4.086173	5.6670475	0.0	0.0	0.76826954	0.0	0.0	0.0	0.0	0.13991636	0.0	0.0	0.3056462	0.0
GSM208612.CEL	0.0	0.0	5.9869547	0.0	0.0	0.0	3.5148249	4.9813404	0.0	0.0	1.1037722	0.0	0.0	0.0	0.0	0.15198629	0.0	0.38939753	1.0756655	0.0
GSM208613.CEL	0.11396584	0.0	5.241699	0.17461959	0.15349668	0.0	1.8782008	5.076787	0.091622114	0.0	0.0	0.0	0.0	0.0	0.0	0.056347728	0.66287625	0.0	0.056027547	0.0
GSM208614.CEL	0.20108661	0.0	6.7031627	0.37137845	0.0	0.0840648	1.9853008	5.4200277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06854451	0.57340956	0.0	0.0	0.0
GSM208615.CEL	2.5720787	0.44303417	3.1980326	0.047065258	0.0	0.0	0.3496713	1.5839058	0.0	0.0	0.0	3.028625	0.0	0.39750022	2.2066226	0.0	0.0	0.0	0.0	0.0
GSM208616.CEL	2.850101	0.21146378	5.010963	0.0	0.2910878	0.0	0.46320105	1.6146436	0.11535418	0.0	0.0	2.469945	0.0	0.0	0.41500545	0.0	0.42435756	0.0	0.60834336	0.39674237
GSM208617.CEL	3.0669236	0.15814331	6.107986	0.1557594	0.0	0.0	0.53267825	1.705434	0.0016825795	0.0	0.0	2.9923124	0.0	0.0	0.20753695	0.0	0.20829996	0.026445568	0.5739596	0.0
GSM208618.CEL	3.9300828	0.18508703	6.0737777	0.0	0.0	0.0	2.6019473	3.3773994	0.0	0.0	0.0	1.1731353	0.0	0.0	0.16372429	0.016506657	0.0	0.0	0.0	0.0
GSM208619.CEL	3.0179296	0.25619557	5.0146637	0.0	0.0	0.0	1.5149913	3.7345617	0.056537688	0.0	0.0	1.2535863	0.0	0.0	0.5850963	0.0	0.0	0.0	0.0	0.14764488
GSM208620.CEL	2.7519507	0.09197229	3.5198212	0.0	1.2723622	0.0	0.9886208	0.33048344	0.0	0.0	0.0	2.7019157	0.0	0.0	2.2053864	0.0	0.4537801	0.0	0.0	0.0
GSM208621.CEL	3.8409185	0.0	5.6635423	0.24448672	0.0400922	0.2852311	0.9563557	0.78953373	0.0	0.0	0.0	2.951748	0.0	0.0	0.0	0.08548869	1.0299296	0.0	1.2910082	0.0
GSM234928.CEL	1.0277332	0.0	1.4935888	0.4289889	0.0	5.1069984	0.0	0.0	0.0	1.0151501	0.5333774	0.0	2.4793518	0.11478447	0.716687	0.0	0.6676765	0.0	0.0	0.1601066
GSM234929.CEL	0.0	0.21320015	0.9473074	0.0	0.0	0.26162365	0.0	0.0	0.0	0.0	0.19157666	0.0	0.97553504	0.42088282	5.935834	0.0	0.0	0.0	0.0	0.69134647
GSM242671.CEL	0.0	0.0	0.12703013	6.541079	0.0	1.8920178	0.0	0.0	0.0	1.8731337	0.0	0.0	0.0	0.7044418	0.0	0.0	0.521487	0.0	0.108372405	0.0
GSM242676.CEL	0.0	0.0	1.7939578	4.881398	0.513548	0.0	0.41990852	0.0	0.0	0.0	3.006513	1.4645894	0.0	1.5758731	0.0	0.0	0.0	1.204721	1.520282	0.44544828
GSM242677.CEL	0.0	0.5084321	0.0	5.8193364	0.0	2.1474988	0.0	0.0	0.0	1.8706009	0.0	0.0	0.0	0.27956724	0.0	0.0	0.4543302	0.0	0.0	0.0
GSM243221.CEL	0.0	0.0	2.6754658	2.3492165	0.11262649	0.0	0.7775241	2.1741333	0.5730194	0.0	2.7926233	1.5897844	0.0	0.10348128	0.24295256	0.019658491	0.0	3.0950415	0.43648064	0.8982101
GSM243222.CEL	0.0	0.0	4.1252956	4.173946	0.87262225	0.03458867	2.2593346	2.8435967	0.0	0.0	1.0765942	0.4897722	1.3749652	0.00078008324	0.0	0.20803022	1.9890808	2.5540435	0.0	0.0
GSM243223.CEL	0.51723903	0.0	2.6448603	1.4295734	0.47398546	0.7633952	0.20518905	2.030793	0.1098578	0.0	0.08275926	3.6982422	0.0	0.0	0.3028399	0.07604019	0.41550744	0.87463164	0.53383183	0.16820753
GSM243224.CEL	0.105605185	0.0	4.852328	1.9918585	1.8649098	0.7345188	0.0	1.889632	0.0	0.0	0.8697079	2.1622362	0.2801843	0.0	0.09783454	0.32135582	1.218329	0.0	0.0	0.0
GSM244065.CEL	0.06785402	0.0	0.0	0.31083396	1.3423718	5.2248807	0.0	0.0	0.0	0.0	0.0	0.0	0.6380882	0.0	0.0	0.0	4.640339	0.0	0.0	2.1920135
GSM244066.CEL	0.0	0.0	0.15666786	0.258992	1.7020545	5.5200133	0.0	0.0	0.0	0.0	0.0	0.0	0.43673083	0.0	0.0	0.0	4.648476	0.0	0.0	1.8712616
GSM244067.CEL	0.0	0.0	0.0	0.0	1.6159897	5.2298007	0.0	0.0	0.0	0.0	0.0	0.0	0.40381724	0.0	0.0	0.0	4.7859116	0.0	0.0	2.4645925
GSM244068.CEL	0.0	0.0	0.0	0.0	1.5808878	4.855384	0.0	0.0	0.0	0.0	0.0	0.0	0.73607713	0.0	0.0	0.0	4.8358626	0.0	0.0	2.4025416
GSM244069.CEL	0.0	0.0	0.0	0.0	1.5318393	4.618704	0.031919956	0.0	0.0	0.0	0.0	0.0	0.21695364	0.0	0.0	0.0	4.5076632	0.0	0.0	2.3009145
GSM244070.CEL	0.0	0.0	0.0	0.0	1.6407466	4.8563633	0.0	0.0	0.0	0.0	0.0	0.0	0.39954826	0.0	0.0	0.0	4.8007317	0.0	0.0	2.3468475
GSM244071.CEL	0.0	0.0	0.19833343	0.0	1.9683229	5.0361814	0.118120074	0.0	0.0	0.0	0.0	0.0	0.28162542	0.0	0.0	0.0	5.5159707	0.0	0.0	2.3019178
GSM244072.CEL	0.0	0.0	0.51127213	0.0	1.7117327	4.4794297	0.35999233	0.0	0.0	0.0	0.0	0.4696188	0.0	0.0	0.0	0.0	5.066421	0.0	0.09220367	2.115823
GSM251201.CEL	2.8800795	0.54625726	3.9405582	0.0	1.077744	0.0	4.420032	0.0	0.12707806	1.7172904	1.6280589	0.0	0.0	0.0	0.27536282	0.18589891	0.0	0.0	4.75027	0.0
GSM251202.CEL	1.4828247	0.0	4.168446	0.0	0.44778013	0.0	2.9175844	0.0	0.19596219	0.0	0.8659612	0.6898468	0.44246483	0.0	0.24358046	0.124954745	0.7072299	0.0	4.8215475	0.04805237
GSM251203.CEL	1.6394095	0.0	1.6953675	0.0	1.5003477	0.0	1.6165497	0.0	0.0	0.42127	1.0577301	1.5077283	0.0	0.0	1.8271761	0.9228551	0.053248435	0.0	2.5325377	0.78577304
GSM251204.CEL	2.8137684	0.36678335	5.998812	0.0	0.09487532	0.0	2.9210942	0.0	0.0	0.0	0.13207889	2.304019	0.0	0.0	0.09672464	0.1041953	0.0	0.0	2.4755564	0.15163565
GSM251205.CEL	2.6203613	0.5084621	6.0381355	0.0	1.2137855	0.0	4.0868073	0.0	0.071764946	0.508742	2.2063127	0.13902438	0.0	0.0	0.15604119	0.4205347	0.0	0.0	4.0636063	0.03869772
GSM251206.CEL	2.7840836	0.036389858	5.3924985	0.0	0.1654459	0.0	3.2277026	0.0	0.0	0.0	0.0	2.4617438	0.0	0.0	0.17133562	0.14088148	0.0	0.30289835	2.7918177	0.106612146
GSM252496.CEL	0.16636807	0.0	4.386387	1.5432785	0.124554455	0.0	0.0	0.0	4.53454	0.0	4.656928	0.065351844	0.0	2.9209669	0.0	0.0	0.0	1.7886382	0.0	2.6370938
GSM252501.CEL	0.09801477	0.0	4.3182793	1.7208898	0.22293045	0.09188697	0.0	0.0	4.333821	0.0	4.92301	0.053617716	0.0	2.4082246	0.0	0.0	0.0	1.7762299	0.0	2.1703339
GSM252505.CEL	0.07920277	0.0	4.0605545	1.9554977	0.2540065	0.06947559	0.0	0.0	3.9888358	0.0	4.782416	0.16436696	0.0	2.3653083	0.0	0.0	0.0	1.5164671	0.0	1.81459
GSM252506.CEL	0.0	0.063654214	0.04058522	0.0	1.7037175	0.0	0.0	0.0	4.5048633	0.0	0.0	0.0	0.0	3.2830682	0.0	0.0	0.0	6.580018	0.060639486	6.0260687
GSM252507.CEL	0.0	0.20135787	0.0	0.0	1.3884202	0.0	0.07992047	0.0	4.1997733	0.0	0.0	0.0	0.0	3.1142545	0.0	0.0	0.0	7.001278	0.05571884	6.0506854
GSM252508.CEL	0.0	0.2692747	0.0	0.0	0.8563089	0.0	0.0	0.0	5.017201	0.0	0.0	0.0	0.0	3.5759113	0.0	0.0	0.0	5.630093	0.0	5.6027517
GSM252559.CEL	3.7739806	4.606368	0.0	6.721973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5412741	0.0	0.0	0.13185461	1.318901	0.0	0.0	0.0
GSM252560.CEL	4.0604877	3.6360476	0.19623256	6.9918184	0.0	0.02505941	0.0	0.0	0.0	0.0	0.0	0.0	1.5082761	0.0	0.0	0.03148456	1.4301845	0.0	0.0	0.0
GSM252561.CEL	3.728684	4.6984587	0.0	6.455965	0.0	0.026321061	0.0	0.0	0.0	0.0	0.0	0.0	1.5888735	0.0	0.0	0.15669756	1.4166901	0.0	0.0	0.0
GSM252562.CEL	4.012762	3.2447834	0.0	7.01178	0.0	0.67138755	0.0	0.0	0.0	0.07617691	0.0	0.0	1.1359612	0.0	0.0	0.0	0.62202734	0.0	0.0	0.0
GSM254432.CEL	1.4333664	0.12621321	1.7338789	1.6833503	0.0	5.003761	1.6518304	0.0	0.0	1.9526691	0.0	0.0	2.1305428	0.0	0.0	0.0	2.5794787	0.0	0.19284227	0.0
GSM261915.CEL	0.3085951	2.9547582	0.0	0.0	0.0	0.0	0.11773503	5.9566774	0.0	0.0	0.0	0.0	0.0	5.636296	0.10149445	0.0	0.0	0.0	0.29428908	0.0
GSM261916.CEL	0.34960407	3.2738872	0.0	0.0	0.0	0.0	0.0	6.7434826	0.0	0.0	0.0	0.0	0.0	5.476856	0.0	0.0	0.0	0.0	0.27023605	0.0
GSM261917.CEL	0.12762815	2.5442176	0.0	0.0	0.0	0.0	0.021258593	6.3082857	0.0	0.0	0.0	0.0	0.0	6.8428597	0.04748392	0.0	0.0	0.0	0.27784413	0.0
GSM261918.CEL	0.62377715	3.4606223	0.0	1.4101075	0.0	0.6520321	0.0	6.1557093	0.0	0.0	0.0	0.0	0.0	3.0018895	0.5956687	0.0	0.0	0.19571841	0.005653441	0.0
GSM261919.CEL	0.0	2.0749962	0.0	0.0	0.0	0.2656839	0.0	6.069086	0.0	0.0	0.0	0.0	0.0	5.9163885	1.7086325	0.0	0.0	0.0	0.22946477	0.30960268
GSM261920.CEL	0.15220594	2.1583378	0.0	0.0	0.0	0.64353764	0.0	6.0461836	0.020423234	0.0	0.0	0.03145981	0.0	3.6926851	1.9753957	0.0	0.0	0.0	0.2391073	0.38231212
GSM261921.CEL	0.7741487	0.5749559	0.0	0.16931713	0.0	0.09170224	0.0	6.3509827	0.0	0.0	0.0	0.20546478	0.0	2.438135	0.6299684	0.0	0.0	1.3561295	0.41755903	0.3189329
GSM261922.CEL	2.5210004	0.7190258	0.69900286	2.997556	0.0	0.17334321	0.43169892	6.5660057	0.0	0.0	0.0	0.028236747	0.0	0.0	0.0	0.00722903	0.0	2.6780877	0.549883	0.0
GSM261923.CEL	1.0552037	0.0	0.0	0.89070934	0.0	0.030035816	0.1769476	6.556411	0.0	0.0	0.0	0.0	0.0	2.2710304	0.0	0.0	0.0	2.7142453	0.452818	0.0
GSM261924.CEL	1.5250463	0.15238519	0.0	3.691445	0.0	0.38667867	0.2374562	6.0080614	0.0	0.0	0.0	1.2234185	0.0	0.0	0.0	0.019225314	0.0	3.5804772	0.19035263	0.0
GSM261925.CEL	1.0171094	2.5339637	0.0	3.7475855	0.0	0.90588945	1.0690352	6.872778	0.0	0.0	0.0	0.33282247	0.0	1.3517444	0.0	0.0663386	0.0	2.2652848	0.0	0.0
GSM261926.CEL	1.1504653	0.0	0.0	3.750506	0.0	0.28059077	0.76933616	5.2230663	0.0	0.0	0.0	0.9645293	0.0	0.0	0.0	0.0	0.0	4.9721274	0.8152655	0.0
GSM261927.CEL	1.6741158	2.2603862	0.0	4.474799	0.0	0.5507427	0.0	6.876916	0.0	0.0	0.0	0.11963177	0.0	0.0	0.0	0.11482212	0.0	1.9547957	0.0	0.0
GSM261928.CEL	1.8959311	3.9060707	0.0	4.9110217	0.0	1.997535	0.27381778	6.3977766	0.0	0.0	0.0	0.08037412	0.0	0.0	0.0	0.13639316	0.0	1.6127487	0.0	0.0
GSM261929.CEL	1.5165033	0.63874453	0.0	4.5175505	0.0	0.2243134	0.925367	5.812519	0.0	0.0	0.0	0.1693356	0.0	0.0	0.0	0.0	0.0	3.7546804	0.3019966	0.0
GSM261930.CEL	0.3470376	0.6053375	0.0	0.2523312	0.0	0.018227361	0.11829448	6.4450855	0.0	0.0	0.0	0.0	0.0	5.6041193	0.0	0.0	0.0	0.94487524	0.0	0.0
GSM261931.CEL	1.4531251	0.0	0.0	3.7431438	0.0	0.25216466	0.59388894	5.9867573	0.0	0.0	0.0	0.0	0.0	1.5741158	0.0	0.0	0.0	4.548784	0.49940675	0.0
GSM261932.CEL	0.6270608	0.0	0.0	0.71481645	0.0	0.0	0.09115952	6.2062626	0.0	0.0	0.5772474	0.0	0.0	3.6526642	0.0	0.0	0.0	3.3253627	0.2882945	0.0
GSM261933.CEL	0.85497904	3.5098677	0.0	3.7867053	0.0	0.30655816	0.0	7.651702	0.0	0.0	0.0	0.0	0.0	0.81646407	0.46201184	0.4217823	0.0	0.2695901	0.0	0.0
GSM261934.CEL	1.0890173	2.2222002	0.0	3.664039	0.0	0.23011275	0.0	7.4120283	0.0	0.0	0.0	0.050744236	0.0	0.78818	0.0	0.41854686	0.0	1.1893959	0.0	0.0
