	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
SRR959645	0.93192166	0.6297618	0.71153146	0.0	1.339955	0.89932764	2.705271	1.9258065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8754015	2.4982212	1.9149247	0.0	0.0	0.0	0.0	0.7723643	1.6017946	0.0	0.0	0.0	0.018247902	0.0	1.8173003
SRR959646	0.9312114	0.6332897	0.7117995	0.0	1.3389112	0.8977414	2.70607	1.9229668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.875698	2.4935002	1.9107833	0.0	0.0	0.0	0.0	0.7756335	1.6002713	0.0	0.0	0.0	0.023540482	0.0	1.8153195
SRR959647	0.91679907	0.6375582	0.69217885	0.0	1.3379004	0.8918084	2.7225287	1.921645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8926177	2.5039072	1.9278089	0.0	0.0	0.0	0.0	0.7679438	1.588514	0.0	0.0	0.0	0.018001765	0.0	1.8088697
SRR959648	0.9157334	0.6377723	0.6915594	0.0	1.3372506	0.8891511	2.7217307	1.9196825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8890877	2.5018582	1.9273175	0.0	0.0	0.0	0.0	0.76860565	1.5856549	0.0	0.0	0.0	0.01934953	0.0	1.8069525
SRR959649	2.8977602	0.0	2.7974322	0.0	2.4431098	2.8697224	0.11235191	2.1837027	2.1636739	0.0	0.0	0.18930501	0.0	0.0	0.0	0.40004867	1.5717808	0.0	0.0	0.0	0.0	0.0	0.0	2.0773618	0.0	0.0	0.0	0.0	0.0	2.4399607
SRR959650	2.8627582	0.0	2.7752492	0.00091457367	2.416696	2.8429596	0.13695855	2.173317	2.1652622	0.0	0.0	0.17715833	0.0	0.0	0.0	0.40680325	1.5677251	0.0	0.0	0.0	0.0	0.0	0.0	2.056501	0.0	0.0	0.0	0.0	0.0	2.4157095
SRR959651	2.8710678	0.0	2.782629	0.0	2.4239388	2.850664	0.13409317	2.1845903	2.1669517	0.0	0.0	0.18404886	0.0	0.0	0.0	0.40875593	1.5704819	0.0	0.0	0.0	0.0	0.0	0.0	2.060408	0.0	0.0	0.0	0.0	0.0	2.418062
SRR959652	2.90628	0.0	2.8054311	0.0	2.4540443	2.8763616	0.14401455	2.1955135	2.178546	0.0	0.0	0.18139845	0.0	0.0	0.0	0.4068037	1.5866704	0.0	0.0	0.0	0.0	0.0	0.0	2.0821006	0.0	0.0	0.0	0.0	0.0	2.445101
SRR959653	2.9027364	0.0	2.800863	0.0	2.4513235	2.8671167	0.1573978	2.1935837	2.172935	0.0	0.0	0.1745643	0.0	0.0	0.0	0.416883	1.5904188	0.0	0.0	0.0	0.0	0.0	0.0	2.0793817	0.0	0.0	0.0	0.0	0.0	2.4405289
SRR959654	2.9087844	0.0	2.8022585	0.0	2.4541342	2.8812351	0.13619792	2.1898541	2.1821866	0.0	0.0	0.19162902	0.0	0.0	0.0	0.39113334	1.5784086	0.0	0.0	0.0	0.0	0.0	0.0	2.075438	0.0	0.0	0.0	0.0	0.0	2.438553
SRR959655	2.9055429	0.0	2.79991	0.0	2.4532344	2.8762794	0.1581112	2.1921024	2.1777775	0.0	0.0	0.176251	0.0	0.0	0.0	0.42587572	1.598687	0.0	0.0	0.0	0.0	0.0	0.0	2.0851302	0.0	0.0	0.0	0.0	0.0	2.4514954
SRR959656	2.8890672	0.0	2.784708	0.0077631474	2.4383566	2.862261	0.15286961	2.1805866	2.1698055	0.0	0.0	0.16709867	0.0	0.0	0.0	0.41835573	1.5916086	0.0	0.0	0.0	0.0	0.0	0.0	2.0753832	0.0	0.0	0.0	0.0	0.0	2.4370997
SRR959657	2.8864622	0.0	2.781039	0.0	2.439553	2.8567178	0.17436773	2.1893218	2.1498022	0.0	0.0	0.16653413	0.0	0.0	0.0	0.44341743	1.6075271	0.0	0.0	0.0	0.0	0.0	0.0	2.0837088	0.0	0.0	0.0	0.0	0.0	2.4441268
SRR959658	2.9292645	0.0	2.815207	0.0	2.465931	2.896393	0.11890248	2.1933835	2.1851907	0.0	0.0	0.182509	0.0	0.0	0.0	0.39340618	1.5885402	0.0	0.0	0.0	0.0	0.0	0.0	2.0956044	0.0	0.0	0.0	0.0	0.0	2.4593456
SRR959659	2.9012911	0.0	2.7905633	0.0	2.449274	2.8688095	0.14236765	2.1829774	2.1497598	0.0	0.0	0.1763702	0.0	0.0	0.0	0.42415693	1.5975848	0.0	0.0	0.0	0.0	0.0	0.0	2.088962	0.0	0.0	0.0	0.0	0.0	2.453865
SRR959660	2.90174	0.0	2.793121	0.0	2.4502394	2.8660657	0.16562533	2.1965191	2.161042	0.0	0.0	0.17212683	0.0	0.0	0.0	0.44274804	1.6096112	0.0	0.0	0.0	0.0	0.0	0.0	2.095176	0.0	0.0	0.0	0.0	0.0	2.454599
SRR959661	2.899781	0.0	2.7875872	0.0	2.445707	2.869588	0.12561704	2.1755223	2.1507826	0.0	0.0	0.18752366	0.0	0.0	0.0	0.41143605	1.582774	0.0	0.0	0.0	0.0	0.0	0.0	2.0826232	0.0	0.0	0.0	0.0	0.0	2.446449
SRR959662	2.8826697	0.0	2.7678416	0.0	2.4374156	2.848617	0.16075596	2.1723056	2.1098132	0.0	0.0	0.17645356	0.0	0.0	0.0	0.4465375	1.6014113	0.0	0.0	0.0	0.0	0.0	0.0	2.083043	0.0	0.0	0.0	0.0	0.0	2.4468286
SRR959663	2.8784297	0.0	2.767353	0.0	2.434855	2.8497167	0.15928043	2.1753905	2.1226888	0.0	0.0	0.17572942	0.0	0.0	0.0	0.43762496	1.5943601	0.0	0.0	0.0	0.0	0.0	0.0	2.0784714	0.0	0.0	0.0	0.0	0.0	2.441809
SRR959664	2.8652678	0.0	2.7470636	0.0	2.4269583	2.8273196	0.19175409	2.16683	2.0671086	0.0	0.0	0.16417247	0.0	0.0	0.0	0.47334617	1.6157012	0.0	0.0	0.0	0.0	0.0	0.0	2.076373	0.0	0.0	0.0	0.0	0.0	2.4422297
SRR959665	2.8957267	0.0	2.7702596	0.0	2.4421961	2.8541641	0.14641708	2.166114	2.1059117	0.0	0.0	0.1804457	0.0	0.0	0.0	0.43478924	1.5929233	0.0	0.0	0.0	0.0	0.0	0.0	2.0813377	0.0	0.0	0.0	0.0	0.0	2.4461768
SRR959666	2.894279	0.0	2.777774	0.0	2.4455426	2.8620183	0.13433042	2.1744475	2.1239908	0.0	0.0	0.1823222	0.0	0.0	0.0	0.42166466	1.5882356	0.0	0.0	0.0	0.0	0.0	0.0	2.0823753	0.0	0.0	0.0	0.0	0.0	2.4476657
SRR959667	2.907576	0.0	2.7855835	0.0	2.4495652	2.867829	0.14327545	2.1734147	2.1350896	0.0	0.0	0.17782223	0.0	0.0	0.0	0.4295182	1.5996498	0.0	0.0	0.0	0.0	0.0	0.0	2.090319	0.0	0.0	0.0	0.0	0.0	2.4578044
SRR959668	2.896433	0.0	2.7751286	0.0	2.4425764	2.8560257	0.16847505	2.1712506	2.1063275	0.0	0.0	0.17217648	0.0	0.0	0.0	0.43871832	1.6008661	0.0	0.0	0.0	0.0	0.0	0.0	2.0873525	0.0	0.0	0.0	0.0	0.0	2.4541485
SRR959669	2.8875194	0.0	2.7699127	0.0	2.440107	2.8504975	0.17574662	2.1700957	2.101798	0.0	0.0	0.16589001	0.0	0.0	0.0	0.46132115	1.6114476	0.0	0.0	0.0	0.0	0.0	0.0	2.0857573	0.0	0.0	0.0	0.0	0.0	2.4536946
SRR959670	2.8974175	0.0	2.7795193	0.0	2.4446967	2.8588367	0.15612534	2.1733055	2.1116638	0.0	0.0	0.17232072	0.0	0.0	0.0	0.43994513	1.6032625	0.0	0.0	0.0	0.0	0.0	0.0	2.0861137	0.0	0.0	0.0	0.0	0.0	2.4574912
SRR959671	2.892585	0.0	2.769105	0.0	2.4370162	2.8446505	0.1419448	2.1620667	2.0921886	0.0	0.0	0.17944837	0.0	0.0	0.0	0.4404006	1.5940597	0.0	0.0	0.0	0.0	0.0	0.0	2.0852013	0.0	0.0	0.0	0.0	0.0	2.4528284
SRR959672	2.8792262	0.0	2.7621763	0.0	2.4349093	2.8425972	0.16893278	2.1646442	2.09319	0.0	0.0	0.1635755	0.0	0.0	0.0	0.46058425	1.6102365	0.0	0.0	0.0	0.0	0.0	0.0	2.0822568	0.0	0.0	0.0	0.0	0.0	2.4490788
SRR959673	2.893947	0.0	2.7782826	0.0	2.4379504	2.8582437	0.15501733	2.1788487	2.1338644	0.0	0.0	0.17657477	0.0	0.0	0.0	0.42427513	1.589765	0.0	0.0	0.0	0.0	0.0	0.0	2.0820713	0.0	0.0	0.0	0.0	0.0	2.4482834
SRR959674	2.871828	0.0	2.7662232	0.0	2.4270227	2.8408172	0.1614528	2.172847	2.132072	0.0	0.0	0.16804269	0.0	0.0	0.0	0.43116343	1.5855963	0.0	0.0	0.0	0.0	0.0	0.0	2.0690095	0.0	0.0	0.0	0.0	0.0	2.4331727
SRR959675	2.8809278	0.0	2.7729874	0.0	2.431376	2.844342	0.1688537	2.1731322	2.1271777	0.0	0.0	0.17149547	0.0	0.0	0.0	0.43577975	1.5908625	0.0	0.0	0.0	0.0	0.0	0.0	2.0720675	0.0	0.0	0.0	0.0	0.0	2.4376135
SRR959676	2.8889067	0.0	2.7889028	0.0	2.4369118	2.8612647	0.1454428	2.1811619	2.1701677	0.0	0.0	0.18265396	0.0	0.0	0.0	0.41339347	1.5786321	0.0	0.0	0.0	0.0	0.0	0.0	2.0758898	0.0	0.0	0.0	0.0	0.0	2.435353
SRR959677	2.90997	0.0	2.806101	0.0	2.4541602	2.8824465	0.12699777	2.1859896	2.1810653	0.0	0.0	0.18538481	0.0	0.0	0.0	0.40163904	1.5816588	0.0	0.0	0.0	0.0	0.0	0.0	2.086023	0.0	0.0	0.0	0.0	0.0	2.4484046
SRR959678	2.8718429	0.0	2.768814	0.0	2.4257565	2.8392098	0.16337067	2.1714377	2.1332326	0.0	0.0	0.17528054	0.0	0.0	0.0	0.43093356	1.5848395	0.0	0.0	0.0	0.0	0.0	0.0	2.064789	0.0	0.0	0.0	0.0	0.0	2.4288635
SRR959679	2.8914852	0.0	2.7854471	0.0	2.4389682	2.8584065	0.15057084	2.1716173	2.1405234	0.0	0.0	0.18456152	0.0	0.0	0.0	0.40676114	1.5760171	0.0	0.0	0.0	0.0	0.0	0.0	2.0728407	0.0	0.0	0.0	0.0	0.0	2.4441533
SRR959680	2.8818104	0.0	2.7826371	0.0	2.4370706	2.8549795	0.17048319	2.1776328	2.1344185	0.0	0.0	0.18768167	0.0	0.0	0.0	0.43309256	1.5940961	0.0	0.0	0.0	0.0	0.0	0.0	2.0807416	0.0	0.0	0.0	0.0	0.0	2.444253
SRR959681	2.8652265	0.0	2.7618508	0.0	2.4244564	2.8295343	0.19397551	2.1789796	2.110056	0.0	0.0	0.1688219	0.0	0.0	0.0	0.4582556	1.605429	0.0	0.0	0.0	0.0	0.0	0.0	2.0735748	0.0	0.0	0.0	0.0	0.0	2.4369965
SRR959682	2.8838677	0.0	2.760141	0.0	2.4358566	2.8463614	0.16427529	2.162174	2.084735	0.0	0.0	0.17361659	0.0	0.0	0.0	0.455234	1.606455	0.0	0.0	0.0	0.0	0.0	0.0	2.0814917	0.0	0.0	0.0	0.0	0.0	2.4586592
SRR959683	2.9039025	0.0	2.7771459	0.0	2.4503102	2.8678784	0.13791947	2.1656938	2.109174	0.0	0.0	0.18141249	0.0	0.0	0.0	0.43153283	1.5998086	0.0	0.0	0.0	0.0	0.0	0.0	2.0890818	0.0	0.0	0.0	0.0	0.0	2.4668906
SRR959684	2.8439507	0.0	2.7206638	0.0	2.4090893	2.8056548	0.19472943	2.1506755	2.0373235	0.0	0.0	0.16127622	0.0	0.0	0.0	0.48888654	1.6157037	0.0	0.0	0.0	0.0	0.0	0.0	2.0700054	0.0	0.0	0.0	0.0	0.0	2.4377604
SRR959686	2.8827581	0.0	2.7665	0.0	2.4353826	2.8464007	0.16755664	2.1727505	2.0889847	0.0	0.0	0.17342186	0.0	0.0	0.0	0.4577258	1.6103066	0.0	0.0	0.0	0.0	0.0	0.0	2.0849667	0.0	0.0	0.0	0.0	0.0	2.4573388
SRR959685	2.9011872	0.0	2.787872	0.0	2.4475613	2.8703532	0.13608557	2.1763291	2.1190405	0.0	0.0	0.18033615	0.0	0.0	0.0	0.42347378	1.5972896	0.0	0.0	0.0	0.0	0.0	0.0	2.0849862	0.0	0.0	0.0	0.0	0.0	2.4618788
SRR959688	2.8868322	0.0	2.768867	0.0	2.4409912	2.8557174	0.16776358	2.165158	2.1000533	0.0	0.0	0.17223704	0.0	0.0	0.0	0.44513655	1.6069993	0.0	0.0	0.0	0.0	0.0	0.0	2.089992	0.0	0.0	0.0	0.0	0.0	2.462714
SRR959687	2.862431	0.0	2.750094	0.0	2.424547	2.8306236	0.18907261	2.1704447	2.0814118	0.0	0.0	0.1659649	0.0	0.0	0.0	0.47216335	1.6175666	0.0	0.0	0.0	0.0	0.0	0.0	2.0790143	0.0	0.0	0.0	0.0	0.0	2.4473286
SRR959690	2.8773453	0.0	2.7504127	0.0	2.434774	2.8395858	0.18511505	2.161749	2.0786257	0.0	0.0	0.1621697	0.0	0.0	0.0	0.47177258	1.6191322	0.0	0.0	0.0	0.0	0.0	0.0	2.0833673	0.0	0.0	0.0	0.0	0.0	2.457639
SRR959689	2.8963761	0.0	2.769845	0.0	2.4459002	2.8601344	0.16029412	2.1645403	2.1051183	0.0	0.0	0.17216769	0.0	0.0	0.0	0.4459498	1.6031696	0.0	0.0	0.0	0.0	0.0	0.0	2.086445	0.0	0.0	0.0	0.0	0.0	2.4628043
SRR959691	2.9096816	0.0	2.782115	0.0	2.4508018	2.8702097	0.13072626	2.1599188	2.1054316	0.0	0.0	0.189352	0.0	0.0	0.0	0.4229371	1.5949552	0.0	0.0	0.0	0.0	0.0	0.0	2.0893793	0.0	0.0	0.0	0.0	0.0	2.4675686
SRR959692	2.897782	0.0	2.763904	0.0	2.4431956	2.8572826	0.14158352	2.1539638	2.0910306	0.0	0.0	0.18770409	0.0	0.0	0.0	0.4424341	1.5990372	0.0	0.0	0.0	0.0	0.0	0.0	2.0823941	0.0	0.0	0.0	0.0	0.0	2.4612012
SRR959693	2.8907962	0.0	2.7525811	0.0	2.4370751	2.8479416	0.1532404	2.1572359	2.060111	0.0	0.0	0.17883545	0.0	0.0	0.0	0.46567923	1.6128813	0.0	0.0	0.0	0.0	0.0	0.0	2.088949	0.0	0.0	0.0	0.0	0.0	2.4680002
SRR959694	2.8495305	0.0	2.7562854	0.0	2.410206	2.8241203	0.1847125	2.1835241	2.1128619	0.0	0.0	0.16952068	0.0	0.0	0.0	0.45510113	1.5937278	0.0	0.0	0.0	0.0	0.0	0.0	2.0635307	0.0	0.0	0.0	0.0	0.0	2.4180012
SRR959695	2.8233292	0.0	2.7390893	0.0	2.3947847	2.805047	0.18091321	2.1646457	2.0874147	0.0	0.0	0.17454532	0.0	0.0	0.0	0.45103824	1.5766517	0.0	0.0	0.0	0.0	0.0	0.0	2.048856	0.0	0.0	0.0	0.0	0.0	2.4010994
SRR959696	2.7892504	0.0	2.6880949	0.0	2.3699253	2.7576668	0.24579921	2.1649005	2.0264812	0.0	0.0	0.13852176	0.0	0.0	0.0	0.51745564	1.6134318	0.0	0.0	0.0	0.0	0.0	0.0	2.0390313	0.0	0.0	0.0	0.0	0.0	2.3913338
SRR959698	2.714712	0.0	2.6394494	0.0	2.3150508	2.7042391	0.30086586	2.109015	1.8996626	0.0	0.0	0.20600244	0.0	0.0	0.0	0.5957203	1.6363391	0.0	0.0	0.0	0.0	0.0	0.0	1.996876	0.0	0.0	0.0	0.0	0.0	2.329095
SRR959697	2.7589397	0.0	2.6727183	0.0	2.3454685	2.7435553	0.25788873	2.11638	1.9218972	0.0	0.0	0.2198118	0.0	0.0	0.0	0.5656315	1.6309037	0.0	0.0	0.0	0.0	0.0	0.0	2.015546	0.0	0.0	0.0	0.0	0.0	2.3512883
SRR959699	2.7342386	0.0	2.660541	0.0	2.328748	2.7260542	0.27457187	2.1132808	1.9230361	0.0	0.0	0.21290463	0.0	0.0	0.0	0.56766456	1.6254872	0.0	0.0	0.0	0.0	0.0	0.0	1.997812	0.0	0.0	0.0	0.0	0.0	2.331621
SRR959700	2.7667236	0.0	2.6808124	0.0	2.3571053	2.7492049	0.28944388	2.128883	1.9332322	0.0	0.0	0.20784315	0.0	0.0	0.0	0.5728456	1.6445138	0.0	0.0	0.0	0.0	0.0	0.0	2.021413	0.0	0.0	0.0	0.0	0.0	2.3600764
SRR959701	2.75539	0.0	2.668737	0.0	2.3508844	2.733357	0.31049582	2.1287746	1.9152488	0.0	0.0	0.1985291	0.0	0.0	0.0	0.5924791	1.6500497	0.0	0.0	0.0	0.0	0.0	0.0	2.0199225	0.0	0.0	0.0	0.0	0.0	2.3547695
SRR959702	2.7685163	0.0	2.6800616	0.0	2.3556554	2.7519274	0.28551096	2.126415	1.9311272	0.0	0.0	0.21580026	0.0	0.0	0.0	0.5625047	1.6391522	0.0	0.0	0.0	0.0	0.0	0.0	2.015108	0.0	0.0	0.0	0.0	0.0	2.355469
SRR959703	2.7504966	0.0	2.6623728	0.0	2.3456802	2.7353346	0.32486063	2.1265137	1.9152957	0.0	0.0	0.1992316	0.0	0.0	0.0	0.6131876	1.6642193	0.0	0.0	0.0	0.0	0.0	0.0	2.0228767	0.0	0.0	0.0	0.0	0.0	2.3635013
SRR959704	2.7474234	0.0	2.66004	0.0	2.3404615	2.733506	0.2972976	2.114127	1.9182837	0.0	0.0	0.1998057	0.0	0.0	0.0	0.58685803	1.6473708	0.0	0.0	0.0	0.0	0.0	0.0	2.0138369	0.0	0.0	0.0	0.0	0.0	2.3512974
SRR959705	2.7453556	0.0	2.6551852	0.0	2.3390317	2.7263293	0.32529926	2.125207	1.9112202	0.0	0.0	0.19328678	0.0	0.0	0.0	0.6153277	1.6654357	0.0	0.0	0.0	0.0	0.0	0.0	2.0229528	0.0	0.0	0.0	0.0	0.0	2.3570898
SRR959706	2.784269	0.0	2.6853054	0.0	2.3639338	2.7648668	0.25984812	2.1250567	1.9362904	0.0	0.0	0.20959336	0.0	0.0	0.0	0.5584251	1.6433568	0.0	0.0	0.0	0.0	0.0	0.0	2.031761	0.0	0.0	0.0	0.0	0.0	2.3678458
SRR959707	2.7389047	0.0	2.6422625	0.0	2.3337827	2.7207534	0.30640852	2.1111684	1.8871366	0.0	0.0	0.19647944	0.0	0.0	0.0	0.6134361	1.656926	0.0	0.0	0.0	0.0	0.0	0.0	2.0236557	0.0	0.0	0.0	0.0	0.0	2.3544195
SRR959708	2.748809	0.0	2.653648	0.0	2.3409986	2.725708	0.3172899	2.1265686	1.899161	0.0	0.0	0.19802153	0.0	0.0	0.0	0.61880624	1.6666696	0.0	0.0	0.0	0.0	0.0	0.0	2.0280814	0.0	0.0	0.0	0.0	0.0	2.3603985
SRR959709	2.7644124	0.0	2.6655517	0.0	2.3493361	2.7471187	0.2664165	2.1124072	1.9203961	0.0	0.0	0.21297386	0.0	0.0	0.0	0.57284814	1.640034	0.0	0.0	0.0	0.0	0.0	0.0	2.0216455	0.0	0.0	0.0	0.0	0.0	2.3569496
SRR959710	2.728116	0.0	2.6282089	0.0	2.3276746	2.7064288	0.32259038	2.102543	1.8561141	0.0	0.0	0.19879732	0.0	0.0	0.0	0.624264	1.6597321	0.0	0.0	0.0	0.0	0.0	0.0	2.0190012	0.0	0.0	0.0	0.0	0.0	2.3474588
SRR959711	2.7334273	0.0	2.637601	0.0	2.3307126	2.7142432	0.3084404	2.1059582	1.875784	0.0	0.0	0.19969699	0.0	0.0	0.0	0.60486543	1.6502362	0.0	0.0	0.0	0.0	0.0	0.0	2.013661	0.0	0.0	0.0	0.0	0.0	2.3511014
SRR959712	2.7267091	0.0	2.621069	0.0	2.3243976	2.7020235	0.3317512	2.102646	1.8408211	0.0	0.0	0.19005725	0.0	0.0	0.0	0.63418746	1.6662718	0.0	0.0	0.0	0.0	0.0	0.0	2.0166967	0.0	0.0	0.0	0.0	0.0	2.3537345
SRR959713	2.7368877	0.0	2.6264164	0.0	2.3283105	2.7072608	0.31575716	2.1030283	1.8482257	0.0	0.0	0.1981399	0.0	0.0	0.0	0.6196226	1.6574115	0.0	0.0	0.0	0.0	0.0	0.0	2.0143359	0.0	0.0	0.0	0.0	0.0	2.3495557
SRR959714	2.7435603	0.0	2.6410327	0.0	2.3366454	2.7237258	0.29393077	2.1097004	1.8700628	0.0	0.0	0.2053082	0.0	0.0	0.0	0.6016602	1.6490964	0.0	0.0	0.0	0.0	0.0	0.0	2.0186293	0.0	0.0	0.0	0.0	0.0	2.353997
SRR959715	2.7546055	0.0	2.6529703	0.0	2.341742	2.7308533	0.30085868	2.1109886	1.8918449	0.0	0.0	0.19978827	0.0	0.0	0.0	0.6019649	1.6565437	0.0	0.0	0.0	0.0	0.0	0.0	2.025423	0.0	0.0	0.0	0.0	0.0	2.3636093
SRR959716	2.737672	0.0	2.6346729	0.0	2.3321397	2.7111955	0.33059847	2.107497	1.856509	0.0	0.0	0.19042987	0.0	0.0	0.0	0.6210429	1.6651717	0.0	0.0	0.0	0.0	0.0	0.0	2.0205042	0.0	0.0	0.0	0.0	0.0	2.360182
SRR959717	2.7430205	0.0	2.6428087	0.0	2.3372905	2.719505	0.32306153	2.1087604	1.861775	0.0	0.0	0.19367751	0.0	0.0	0.0	0.6247772	1.6670076	0.0	0.0	0.0	0.0	0.0	0.0	2.0234249	0.0	0.0	0.0	0.0	0.0	2.3651962
SRR959718	2.7523718	0.0	2.6529272	0.0	2.3415322	2.7290099	0.30721185	2.1107552	1.8740847	0.0	0.0	0.19666252	0.0	0.0	0.0	0.6066574	1.6610059	0.0	0.0	0.0	0.0	0.0	0.0	2.0248804	0.0	0.0	0.0	0.0	0.0	2.367605
SRR959719	2.7468188	0.0	2.6427002	0.0	2.3327432	2.713422	0.28675276	2.0954697	1.8534621	0.0	0.0	0.20279217	0.0	0.0	0.0	0.6049427	1.6482062	0.0	0.0	0.0	0.0	0.0	0.0	2.0236542	0.0	0.0	0.0	0.0	0.0	2.363443
SRR959720	2.7233398	0.0	2.6220548	0.0	2.322378	2.6976194	0.33540887	2.0989342	1.8376433	0.0	0.0	0.18423656	0.0	0.0	0.0	0.6385621	1.6692637	0.0	0.0	0.0	0.0	0.0	0.0	2.018709	0.0	0.0	0.0	0.0	0.0	2.3552346
SRR959721	2.750798	0.0	2.649743	0.0	2.3384736	2.7297761	0.3000486	2.1105993	1.8911364	0.0	0.0	0.20349756	0.0	0.0	0.0	0.59824574	1.6491945	0.0	0.0	0.0	0.0	0.0	0.0	2.0212994	0.0	0.0	0.0	0.0	0.0	2.3579078
SRR959722	2.7357495	0.0	2.6432936	0.0	2.3287504	2.7165816	0.30345023	2.1068678	1.8898277	0.0	0.0	0.19958693	0.0	0.0	0.0	0.5953505	1.6403468	0.0	0.0	0.0	0.0	0.0	0.0	2.0108879	0.0	0.0	0.0	0.0	0.0	2.3453565
SRR959723	2.753306	0.0	2.654569	0.0	2.3397813	2.7301655	0.30177408	2.112017	1.896904	0.0	0.0	0.20102257	0.0	0.0	0.0	0.5963693	1.6480957	0.0	0.0	0.0	0.0	0.0	0.0	2.017779	0.0	0.0	0.0	0.0	0.0	2.3568325
SRR959724	2.7540452	0.0	2.6673145	0.0	2.3437223	2.736097	0.28551137	2.1163359	1.9232597	0.0	0.0	0.21182287	0.0	0.0	0.0	0.576374	1.6355565	0.0	0.0	0.0	0.0	0.0	0.0	2.0155501	0.0	0.0	0.0	0.0	0.0	2.3517258
SRR959725	2.7518833	0.0	2.662159	0.0	2.3437164	2.736808	0.28952515	2.1164074	1.916516	0.0	0.0	0.20951939	0.0	0.0	0.0	0.58647525	1.643006	0.0	0.0	0.0	0.0	0.0	0.0	2.0180628	0.0	0.0	0.0	0.0	0.0	2.3497832
SRR959726	2.734025	0.0	2.6416466	0.0	2.3294244	2.7125278	0.31317896	2.1089177	1.8874534	0.0	0.0	0.20132568	0.0	0.0	0.0	0.60507554	1.6476152	0.0	0.0	0.0	0.0	0.0	0.0	2.009138	0.0	0.0	0.0	0.0	0.0	2.345263
SRR959727	2.7499096	0.0	2.6602945	0.0	2.3418372	2.726398	0.30668718	2.1098275	1.8904883	0.0	0.0	0.20610175	0.0	0.0	0.0	0.58218426	1.6419185	0.0	0.0	0.0	0.0	0.0	0.0	2.0133576	0.0	0.0	0.0	0.0	0.0	2.3574502
SRR959729	2.7262282	0.0	2.635343	0.0	2.3254042	2.703232	0.32871765	2.11085	1.8722417	0.0	0.0	0.19595906	0.0	0.0	0.0	0.6159565	1.6573094	0.0	0.0	0.0	0.0	0.0	0.0	2.0093913	0.0	0.0	0.0	0.0	0.0	2.3475506
SRR959728	2.7327898	0.0	2.646005	0.0	2.331622	2.7162929	0.3194371	2.1106534	1.878235	0.0	0.0	0.20985171	0.0	0.0	0.0	0.6109449	1.6524466	0.0	0.0	0.0	0.0	0.0	0.0	2.015166	0.0	0.0	0.0	0.0	0.0	2.3508067
SRR959730	2.7450182	0.0	2.6375072	0.0	2.333356	2.721149	0.30071592	2.100766	1.85816	0.0	0.0	0.19978642	0.0	0.0	0.0	0.60734695	1.656988	0.0	0.0	0.0	0.0	0.0	0.0	2.0200295	0.0	0.0	0.0	0.0	0.0	2.3682058
SRR959731	2.7397883	0.0	2.6331062	0.0	2.3315923	2.7178454	0.30820197	2.0991757	1.8490629	0.0	0.0	0.20384735	0.0	0.0	0.0	0.6184816	1.6618267	0.0	0.0	0.0	0.0	0.0	0.0	2.0190418	0.0	0.0	0.0	0.0	0.0	2.3679452
SRR959732	2.708422	0.0	2.5989087	0.0	2.3041542	2.680011	0.33226448	2.0873024	1.8117075	0.0	0.0	0.185716	0.0	0.0	0.0	0.64469945	1.663856	0.0	0.0	0.0	0.0	0.0	0.0	2.0088792	0.0	0.0	0.0	0.0	0.0	2.3509085
SRR959733	2.7583027	0.0	2.6591215	0.0	2.342981	2.739098	0.27706698	2.1102607	1.8793534	0.0	0.0	0.20898724	0.0	0.0	0.0	0.5874922	1.6508766	0.0	0.0	0.0	0.0	0.0	0.0	2.0224893	0.0	0.0	0.0	0.0	0.0	2.3692129
SRR959734	2.7307897	0.0	2.6286972	0.0	2.3251328	2.7066255	0.32056493	2.1054795	1.8423241	0.0	0.0	0.19568288	0.0	0.0	0.0	0.6300644	1.6655027	0.0	0.0	0.0	0.0	0.0	0.0	2.020355	0.0	0.0	0.0	0.0	0.0	2.361863
SRR959735	2.7094655	0.0	2.6112652	0.0	2.313974	2.6896095	0.33643895	2.1002526	1.8268949	0.0	0.0	0.19087288	0.0	0.0	0.0	0.6453712	1.6707349	0.0	0.0	0.0	0.0	0.0	0.0	2.0138052	0.0	0.0	0.0	0.0	0.0	2.3514438
SRR959736	2.7366447	0.0	2.634231	0.0	2.3333948	2.7167883	0.32343477	2.1040628	1.8561003	0.0	0.0	0.19240835	0.0	0.0	0.0	0.6186327	1.6653025	0.0	0.0	0.0	0.0	0.0	0.0	2.026023	0.0	0.0	0.0	0.0	0.0	2.3690434
SRR959737	2.727785	0.0	2.6205666	0.0	2.3267221	2.7038667	0.33081633	2.0984058	1.8374734	0.0	0.0	0.18880588	0.0	0.0	0.0	0.6355132	1.6665977	0.0	0.0	0.0	0.0	0.0	0.0	2.0169444	0.0	0.0	0.0	0.0	0.0	2.3614156
SRR959738	2.721433	0.0	2.6107745	0.0	2.3219655	2.6973307	0.33823168	2.096779	1.8268718	0.0	0.0	0.18569061	0.0	0.0	0.0	0.64391404	1.6744113	0.0	0.0	0.0	0.0	0.0	0.0	2.0182028	0.0	0.0	0.0	0.0	0.0	2.3612602
