	1	2	3
GSM617290.CEL	0.62749845	1.3235	2.170473
GSM617291.CEL	1.2077193	1.6959765	1.5826962
GSM617292.CEL	1.9994397	0.0	1.7685236
GSM617293.CEL	2.0158997	0.0	1.6543257
GSM617294.CEL	2.1335876	0.0	0.8572596
GSM617295.CEL	0.35681432	0.037761867	3.02782
GSM617296.CEL	0.16951051	0.19013244	3.7333727
GSM617297.CEL	0.0	0.0	3.5292788
GSM617298.CEL	0.0	0.0	0.0
GSM617299.CEL	0.0	0.0	0.0
GSM617300.CEL	0.0	0.0	0.0
GSM617301.CEL	0.0	0.0	0.0
GSM625973.CEL	0.0	0.0	0.0
GSM625974.CEL	0.0	0.0	0.0
GSM625975.CEL	0.0	0.0	0.0
GSM625976.CEL	0.0	0.0	0.0
GSM625977.CEL	0.0	0.0	0.0
GSM625978.CEL	0.0	0.0	0.0
GSM625979.CEL	0.0	0.0	0.0
GSM625980.CEL	0.0	0.0	0.0
GSM625981.CEL	0.0	0.0	0.0
GSM625982.CEL	0.0	0.0	0.0
GSM629176.CEL	0.47443578	5.5198684	0.0
GSM629177.CEL	1.3358498	5.0234113	0.0
GSM629178.CEL	1.0281494	5.637191	0.0
GSM629179.CEL	0.67066544	4.7817974	0.0
GSM637573.CEL	0.0	0.0	0.0
GSM637574.CEL	0.0	0.0	0.0
GSM637575.CEL	0.0	0.0	0.0
GSM637576.CEL	0.0	0.0	0.0
GSM637577.CEL	0.0	0.0	0.0
GSM637578.CEL	0.0	0.0	0.0
GSM637579.CEL	0.0	0.0	0.0
GSM637580.CEL	0.0	0.0	0.0
GSM637581.CEL	0.0	0.0	0.0
GSM637582.CEL	0.0	0.0	0.0
GSM637583.CEL	0.0	0.0	0.0
GSM637584.CEL	0.0	0.0	0.0
GSM637585.CEL	0.0	0.0	0.0
GSM637586.CEL	0.0	0.0	0.0
GSM637587.CEL	0.0	0.0	0.0
GSM637588.CEL	0.0	0.0	0.0
GSM637589.CEL	0.28419492	0.0	0.0
GSM637590.CEL	0.35354996	0.0	0.0
GSM637591.CEL	1.3024261	0.0	0.0
GSM637592.CEL	1.7099347	0.0	0.0
GSM637593.CEL	0.0	0.0	0.0
GSM637594.CEL	0.0	0.0	0.0
GSM637595.CEL	0.0	0.0	0.0
GSM637596.CEL	0.0	0.0	0.0
GSM637597.CEL	0.0	0.0	0.0
GSM637598.CEL	0.0	0.0	0.0
GSM641845.CEL	3.0458667	4.6575513	0.0
GSM641846.CEL	3.6156278	4.4591594	0.0
GSM641847.CEL	3.626034	4.035943	0.0
GSM641848.CEL	3.629803	4.259071	0.0
GSM641849.CEL	3.5810108	5.1539845	0.0
GSM663161_03_mix_1wP_Pae_5-10-07_S2.CEL	1.964766	4.5761228	0.0
GSM663162_Pae-Mix-1_5-22-07_S2.CEL	0.0	5.3005347	0.0
GSM663163_04_Pae_5-10-07_S2.CEL	1.035213	5.9767785	0.0
GSM663164_Pae_5-22-07_S2.CEL	0.0	4.9619827	0.0
GSM663168_BM-Mix-Pa_1_6-6-08_s1.CEL	0.0	2.6290221	2.5734482
GSM663169_BM-Mix-Pa_2_6-6-08_s1.CEL	0.0	2.2726593	2.3420844
GSM663170_Pa_label_cDNA_5-13-08_s2.CEL	0.638089	3.9524488	1.1229159
GSM685447.CEL	0.0	0.0	0.0
GSM685448.CEL	0.0	0.0	0.0
GSM685449.CEL	0.0	0.0	0.0
GSM685450.CEL	0.0	0.0	0.0
GSM698080.CEL	0.0	3.4501843	0.29909825
GSM698081.CEL	0.0	4.2057576	0.9656407
GSM711446.CEL	0.0	1.6972215	4.136902
GSM711447.CEL	0.0	1.8829881	3.7806478
GSM711448.CEL	0.0	2.8488407	3.6758842
GSM711449.CEL	0.0	2.418663	3.4490814
GSM711450.CEL	0.0	2.9100447	3.1337166
GSM711451.CEL	0.0	2.5416174	2.940853
GSM711452.CEL	0.0	2.505122	3.3444061
GSM711453.CEL	0.0	4.5784845	1.8458648
GSM711454.CEL	0.0	4.1701317	2.1704836
GSM711455.CEL	0.0	4.007922	2.0197418
GSM717419.CEL	0.0	2.8175912	4.274097
GSM717420.CEL	0.0	1.6970046	2.8576126
GSM717421.CEL	0.0	2.074226	3.1349392
GSM717422.CEL	0.0	0.0	0.0
GSM717423.CEL	0.0	0.0	0.0
GSM717424.CEL	0.0	0.0	0.0
GSM735748_PA14_WT.CEL	0.242621	0.0	3.499371
GSM735749_PA14_WT_adenosine.CEL	0.52284455	0.0	3.867855
GSM738261.CEL	0.0	0.0	4.5628133
GSM738262.CEL	0.0	0.0	4.665273
GSM738263.CEL	0.0	0.0	4.4094973
GSM738264.CEL	0.0	0.0	4.628876
GSM738265.CEL	0.0	0.0	4.4615684
GSM738266.CEL	0.0	0.0	4.8507094
GSM740019.CEL	1.1632824	0.16506279	3.9635677
GSM740020.CEL	1.5174105	0.24346271	4.1493278
GSM741203.CEL	0.0	0.0	4.752025
GSM741204.CEL	0.0	0.0	4.807417
GSM741205.CEL	0.0	0.0	4.4535418
GSM741206.CEL	0.0	0.0	4.664599
GSM741207.CEL	0.0	0.0	4.5774555
GSM741208.CEL	0.0	0.0	4.729559
GSM741209.CEL	0.0	0.0	4.2449636
GSM741210.CEL	0.0	0.0	3.9631453
GSM741211.CEL	0.0	0.0	3.704494
GSM741212.CEL	0.0	0.0	3.5619392
GSM741213.CEL	0.0	0.0	3.855649
GSM741214.CEL	0.0	0.0	3.9752278
GSM743001_PAO1-PC4-a.CEL	0.32462397	2.4896822	0.0
GSM743002_PAO1-PC4-b.CEL	0.3599975	1.9673644	0.0
GSM743003_PAO1-PC4-c.CEL	0.9636955	2.4708445	0.0
GSM743004_PAO1-PC24-a.CEL	0.87072587	0.9433101	0.0
GSM743005_PAO1-PC24-b.CEL	0.8148286	0.97834706	0.0
GSM743006_PAO1-PC24-c.CEL	0.8072098	1.022756	0.0
GSM743007_PAO1-SC24-a.CEL	0.014287055	0.0	0.0
GSM743008_PAO1-SC24-b.CEL	0.0	0.0	0.0
GSM743009_PAO1-SC24-c.CEL	0.0	0.0	0.0
GSM767700.CEL	0.0	0.0	4.762242
GSM767701.CEL	0.0	0.0	4.537455
GSM767702.CEL	0.0	0.0	4.469153
GSM767703.CEL	0.0	0.0	4.781798
GSM767704.CEL	0.0	0.0	4.8889904
GSM767705.CEL	0.0	0.0	4.670696
GSM774085_CF30-1979a.CEL	3.7897635	0.0	0.0
GSM774086_CF30-1979b.CEL	5.225096	0.7363522	0.0
GSM774087_CF30-1979c.CEL	5.3967185	0.72179395	0.0
GSM774088_CF43-1973a.CEL	4.7158074	2.434522	0.0
GSM774089_CF43-1973b.CEL	4.6347213	2.5090218	0.0
GSM774090_CF43-1973c.CEL	4.721836	2.7957015	0.0
GSM774091_CF66-1973a.CEL	4.988905	1.8008465	0.0
GSM774092_CF66-1973b.CEL	4.745627	1.3960903	0.0
GSM774093_CF66-1973c.CEL	4.8363223	1.6230502	0.0
GSM774094_CF66-1992a.CEL	4.633844	0.0	0.0
GSM774095_CF66-1992b.CEL	4.968327	0.44734737	0.0
GSM774096_CF66-1992c.CEL	4.826366	0.22369629	0.0
GSM774097_CF66-2008a.CEL	5.0707283	0.0	0.0
GSM774098_CF66-2008b.CEL	5.154869	0.0	0.0
GSM774099_CF66-2008c.CEL	4.6747613	0.0	0.0
GSM774100_CF105-1973a.CEL	4.7824645	2.9253507	0.0
GSM774101_CF105-1973b.CEL	4.3822045	2.807932	0.0
GSM774102_CF105-1973c.CEL	4.3830204	2.7212522	0.0
GSM774103_CF114-1973a.CEL	4.255942	3.290155	0.0
GSM774104_CF114-1973b.CEL	4.3260455	3.4236908	0.0
GSM774105_CF114-1973c.CEL	4.3972144	3.563086	0.0
GSM774106_CF173-1984a.CEL	4.611311	0.17510456	0.0
GSM774107_CF173-1984b.CEL	5.0207796	0.37817138	0.0
GSM774108_CF173-1984c.CEL	4.523492	0.0	0.0
GSM774109_CF173-2002a.CEL	1.9771268	0.0	0.0
GSM774110_CF173-2002b.CEL	2.3574638	0.0	0.0
GSM774111_CF173-2002c.CEL	3.7840743	0.0	0.0
GSM774112_CF173-2005a.CEL	5.3456483	0.44107965	0.16050923
GSM774113_CF173-2005b.CEL	4.6847057	0.0	0.0
GSM774114_CF173-2005c.CEL	4.218592	0.0	0.0
GSM774115_CF243-2002a.CEL	3.9565847	0.0	0.19361556
GSM774116_CF243-2002b.CEL	4.318303	0.0	0.14677769
GSM774117_CF243-2002c.CEL	2.031585	0.0	0.0
GSM774118_CF333-1991a.CEL	5.2597914	0.27000272	0.0
GSM774119_CF333-1991b.CEL	5.4557934	0.716081	0.0
GSM774120_CF333-1991c.CEL	5.0814323	0.24555662	0.0
GSM774121_CF333-1997a.CEL	5.246977	0.39897957	0.0
GSM774122_CF333-1997b.CEL	5.305892	0.56531775	0.0
GSM774123_CF333-1997c.CEL	4.774042	0.2513475	0.0
GSM774124_CF333-2003a.CEL	5.5903482	0.089615524	0.0
GSM774125_CF333-2003b.CEL	5.526538	0.0	0.0
GSM774126_CF333-2003c.CEL	5.109952	0.0	0.0
GSM774127_CF333-2005a.CEL	4.3188553	0.0	0.08452231
GSM774128_CF333-2005b.CEL	4.9549885	0.0	0.0
GSM774129_CF333-2005c.CEL	4.236197	0.0	0.16664755
GSM774130_CF333-2007a.CEL	5.2502613	0.0	0.0
GSM774131_CF333-2007b.CEL	4.989477	0.0	0.0
GSM774132_CF333-2007c.CEL	3.5594869	0.0	0.0
GSM774133_B6-0_1.CEL	4.306963	4.2074375	0.0
GSM774134_B6-0_2.CEL	3.2166152	3.2809615	0.0
GSM774135_B6-0_3.CEL	4.2251596	4.184645	0.0
GSM774136_B6-4_1.CEL	3.7886043	3.7703266	0.0
GSM774137_B6-4_2.CEL	3.7123735	3.5185757	0.0
GSM774138_B6-4_3.CEL	4.1035404	4.2281427	0.0
GSM774139_B12-0_1.CEL	4.007881	3.256167	0.0
GSM774140_B12-0_2.CEL	3.992364	3.1738129	0.0
GSM774141_B12-0_3.CEL	3.899262	3.0717163	0.0
GSM774142_B12-4_1.CEL	4.170667	3.3921962	0.0
GSM774143_B12-4_2.CEL	4.152908	3.5036173	0.0
GSM774144_B12-4_3.CEL	4.1252465	3.5195093	0.0
GSM774145_B12-7_1.CEL	3.4496293	2.6432457	0.0
GSM774146_B12-7_2.CEL	3.5187714	2.6094246	0.0
GSM774147_B12-7_3.CEL	3.7984486	3.077897	0.0
GSM774148_B38-1_1.CEL	3.8426063	3.7577772	0.0
GSM774149_B38-1_2.CEL	3.8912773	3.9201908	0.0
GSM774150_B38-1_3.CEL	3.942941	3.9078012	0.0
GSM774151_B38-2M_1.CEL	4.735395	0.71539855	0.08570272
GSM774152_B38-2M_2.CEL	4.44248	0.6039872	0.08592695
GSM774153_B38-2M_3.CEL	4.5939627	0.62505704	0.14835048
GSM774154_B38-2NM_1.CEL	3.7758098	3.5530043	0.0
GSM774155_B38-2NM_2.CEL	3.9407551	3.3781233	0.0
GSM774156_B38-2NM_3.CEL	3.9210644	3.4936037	0.0
GSM774157_B38-6M_1.CEL	4.5538797	0.54008764	0.03045839
GSM774158_B38-6M_2.CEL	4.41736	0.46020985	0.10519171
GSM774159_B38-6M_3.CEL	4.3772664	0.54818785	0.21540326
GSM774160_PAO1a.CEL	3.7700803	4.659959	0.0
GSM774161_PAO1b.CEL	3.5100718	4.5166073	0.0
GSM774162_PAO1c.CEL	3.6115797	4.582524	0.0
GSM794226_A27.CEL	1.2131207	2.1879413	1.6530344
GSM794227_A28.CEL	1.4645433	2.1584663	2.3214242
GSM794228_A29.CEL	0.0	0.0	0.42968324
GSM794229_A30.CEL	0.0	0.0	0.0
GSM794230_A31.CEL	0.0	0.0	0.0
GSM794231_A32.CEL	0.0	0.0	0.0
GSM821084_HZI0139_Pae_G1a.CEL	0.0	0.0	4.7338963
GSM821085_HZI0140_Pae_G1a.CEL	0.0	0.0	4.5407534
GSM821086_HZI0141_Pae_G1a.CEL	0.0	0.0	4.9979277
GSM821087_HZI0142_Pae_G1a.CEL	0.0	0.0	4.0534506
GSM821088_HZI0143_Pae_G1a.CEL	0.0	0.0	4.8204174
GSM821089_HZI0144_Pae_G1a.CEL	0.0	0.0	4.924405
GSM821090_HZI0145_Pae_G1a.CEL	0.0	0.0	0.6608294
GSM821091_HZI0146_Pae_G1a.CEL	0.0	1.8076162	2.4656081
GSM821092_HZI0148_Pae_G1a.CEL	0.5365614	4.0341587	0.172113
GSM821093_HZI0149_Pae_G1a.CEL	0.0	0.35454774	0.0
GSM821094_HZI0147_Pae_G1a.CEL	0.0	1.6467211	2.0212724
GSM821095_HZI0150_Pae_G1a.CEL	0.5675732	3.637063	0.0
GSM821495.CEL	0.0	0.42091054	4.58842
GSM821496.CEL	0.0	0.0	4.580002
GSM821497.CEL	0.0	0.07294309	4.7237635
GSM821498.CEL	0.0	2.973217	3.6031914
GSM821499.CEL	0.0	0.0	4.4867096
GSM821500.CEL	0.0	0.0	4.8679204
GSM821501.CEL	0.0	1.4648414	3.6259465
GSM821502.CEL	0.0	0.8355821	3.62678
GSM821503.CEL	0.0	1.640504	2.912516
GSM821504.CEL	0.4703269	3.1412277	2.951045
GSM821505.CEL	0.4640596	3.348734	2.9651933
GSM821506.CEL	0.6059831	3.28378	2.7792566
GSM822689_wtBSM_A.CEL	0.0	3.6340199	2.522241
GSM822690_wtBSM_B.CEL	0.0	3.1855283	2.6415896
GSM822691_delta_crcBSM_A.CEL	0.0	3.875301	2.0465622
GSM822692_delta_crcBSM_B.CEL	0.0	3.1810012	2.0711207
GSM822693_delta_cbrBBSM_A.CEL	0.0	4.257192	1.3069038
GSM822694_delta_cbrBBSM_B.CEL	0.0	4.0108685	2.0728202
GSM822695_delta_crcZBSM_A.CEL	0.0	4.997696	0.33571064
GSM822696_delta_crcZBSM_B.CEL	0.0	3.9259658	1.1130378
GSM822708_wtLB_A.CEL	0.0	3.6026812	0.0
GSM822709_wtLB_B.CEL	0.0	4.25778	0.08847964
GSM822710_delta_crcLB_A.CEL	1.8593788	4.387279	0.0
GSM822711_delta_crcLB_B.CEL	0.55083853	3.640788	0.0
GSM822712_delta_cbrBLB_A.CEL	0.0	4.5825624	1.4444447
GSM822713_delta_cbrBLB_B.CEL	0.0	3.7847285	0.597014
GSM822714_delta_crcZLB_A.CEL	0.0	3.8277884	0.30406117
GSM822715_delta_crcZLB_B.CEL	0.0	3.2840953	0.84472215
GSM823341.CEL	0.0	0.0	0.0
GSM823342.CEL	0.0	0.0	0.0
GSM823343.CEL	0.0	0.0	0.0
GSM823344.CEL	0.0	0.0	2.1048627
GSM823345.CEL	0.0	0.0	0.0
GSM823346.CEL	0.0	0.0	0.53869826
GSM823347.CEL	0.0	0.0	0.0
GSM823348.CEL	0.0	0.0	0.0
GSM838206_OXYR-LB-1_Pae_G1a.CEL	0.0	0.0	3.8600764
GSM838207_OXYR-LB-2_Pae_G1a.CEL	0.0	0.0	3.6062756
GSM838208_OXYR-LB-4_Pae_G1a.CEL	0.0	0.25928795	4.3902903
GSM838209_OXYR-PM-1_Pae_G1a.CEL	0.0	0.09144181	3.591823
GSM838210_OXYR-PM-3_Pae_G1a.CEL	0.0	0.0	3.906793
GSM838211_OXYR-PM-4_Pae_G1a.CEL	0.0	0.0	3.8509421
GSM838212_PAO1-LB-1_Pae_G1a.CEL	0.0	0.0	4.1714277
GSM838213_PAO1-LB-2_Pae_G1a.CEL	0.0	0.0	4.260732
GSM838214_PAO1-LB-3_Pae_G1a.CEL	0.0	0.0	4.4946036
GSM838215_PAO1-PM-1_Pae_G1a.CEL	0.0	0.8317511	3.5527601
GSM838216_PAO1-PM-3_Pae_G1a.CEL	0.0	0.0	3.7599225
GSM838217_PAO1-PM-4_Pae_G1a.CEL	0.0	0.0	3.886623
GSM838218_PAO1-5344-1_Pae_G1a.CEL	0.0	0.050900817	3.7412877
GSM838219_PAO1-5344-3_Pae_G1a.CEL	0.0	0.0	3.5223947
GSM838220_PAO1-5344-4_Pae_G1a.CEL	0.0	0.0	3.3548188
GSM842839_Wright_1_WT-log-1_Pae_G1a.CEL	1.3880849	3.913453	0.0
GSM842840_Wright_2_WT-log-2_Pae_G1a.CEL	1.2117401	3.593289	0.0
GSM842841_Wright_3_WT-log-3_Pae_G1a.CEL	1.0861083	4.0579414	0.0
GSM842842_Wright_4_WT-stat-1_Pae_G1a.CEL	0.102200955	3.1769905	3.2537441
GSM842843_Wright_5_WT-stat-2_Pae_G1a.CEL	0.0	0.42845428	1.0998455
GSM842844_Wright_6_WT-stat-3_Pae_G1a.CEL	0.0	2.2990015	2.7929335
GSM842845_Wright_7_4203-log-1_Pae_G1a.CEL	1.5570247	5.1817937	0.0711261
GSM842846_Wright_8_4203-log-2_Pae_G1a.CEL	1.5629866	5.192425	0.04232365
GSM842847_Wright_9_4203-log-3_Pae_G1a.CEL	1.0848095	4.5187945	0.0
GSM842848_Wright_10_4203-stat-1_Pae_G1a.CEL	0.0	1.4406836	3.7882128
GSM842849_Wright_11_4203-stat-2_Pae_G1a.CEL	0.0	1.788427	3.7785635
GSM842850_Wright_12_4203-stat-3_Pae_G1a.CEL	0.0	1.6062516	4.0227103
GSM854792.CEL	0.0	0.0	0.0
GSM854793.CEL	0.0	0.0	0.0
GSM854794.CEL	0.0	0.0	0.0
GSM854795.CEL	0.0	0.0	0.0
GSM854796.CEL	0.0	0.0	0.0
GSM854797.CEL	0.0	0.0	0.0
GSM854798.CEL	0.0	0.0	0.0
GSM854799.CEL	0.0	0.0	0.0
GSM854800.CEL	0.0	0.0	0.0
GSM854801.CEL	0.0	0.0	0.0
GSM856031_PA01.CEL	0.0	0.0	0.0
GSM856032_PA01+V12.CEL	0.0	0.30730173	2.5580847
GSM864516.CEL	1.6552331	0.3299072	3.469252
GSM864517.CEL	1.6821048	0.23608175	3.5191302
GSM864518.CEL	0.80295336	0.0	2.7395906
GSM864519.CEL	0.0	0.0	2.2105596
GSM864520.CEL	0.0	0.0	2.6230772
GSM864521.CEL	0.0	0.0	2.740562
GSM865129_schurr_5511_Pae_G1a_.CEL	0.0	0.0	0.0
GSM865130_schurr_5511_1_Pae_G1a_.CEL	0.0	0.0	0.0
GSM865131_schurr_5511_3_Pae_G1a_.CEL	0.0	0.0	0.0
GSM871963.CEL	0.0	0.16906536	1.8347143
GSM871964.CEL	0.0	0.23233008	1.7540193
GSM871965.CEL	0.0	0.010539949	1.2088763
GSM871966.CEL	0.0	0.17027563	1.8326446
GSM871967.CEL	0.0	0.0	0.0
GSM871968.CEL	0.40137172	2.239647	0.0
GSM871969.CEL	0.38275865	2.0578763	0.0
GSM871970.CEL	0.47703987	2.135225	0.0
GSM871971.CEL	0.0	0.0	0.0
GSM871972.CEL	0.0	0.0	0.0
GSM871973.CEL	0.0	0.0	0.0
GSM871974.CEL	0.0	0.0	0.0
GSM871975.CEL	0.0	0.0809108	0.0
GSM871976.CEL	0.0	0.0	0.0
GSM871977.CEL	0.0	0.0	0.0
GSM871978.CEL	0.0	0.046161354	0.0
GSM897995_MHH0094_Pae_G1a.CEL	0.0	0.0	2.6515884
GSM897996_MHH0095_Pae_G1a.CEL	0.0	0.0	2.7166734
GSM897997_MHH0106_Pae_G1a.CEL	0.0	1.5213358	3.1348987
GSM897998_MHH0107_Pae_G1a.CEL	0.0	2.6596763	2.7999396
GSM897999_MHH0110_Pae_G1a.CEL	0.6424151	4.147046	1.6638495
GSM898000_MHH0111_Pae_G1a.CEL	0.030682623	3.2582316	2.5115764
GSM898001_MHH0122_Pae_G1a.CEL	0.0	0.0	3.9401622
GSM898002_MHH0123_Pae_G1a.CEL	0.0	0.0	3.992807
GSM900177_F1_Pae_G1a_.CEL	0.0	0.0	0.0
GSM900178_C1_Pae_G1a_.CEL	0.0	0.0	0.0
GSM900179_F2_Pae_G1a_.CEL	0.0	0.0	0.0
GSM900180_C2_Pae_G1a_.CEL	0.0	0.0	0.0
GSM900181_F3_Pae_G1a_.CEL	0.0	0.0	0.0
GSM900182_C3_Pae_G1a_.CEL	0.0	0.0	0.0
GSM92164.CEL	0.0	0.0	4.6599803
GSM92165.CEL	0.0	0.5347259	4.06416
GSM92166.CEL	0.0	3.1384444	4.2597003
GSM92167.CEL	0.0	5.273651	2.8293233
GSM92168.CEL	0.32970777	6.5520563	0.0
GSM92169.CEL	0.0	0.0	4.460733
GSM92170.CEL	0.0	1.0475683	4.7112193
GSM92171.CEL	0.0	1.8537961	4.1940284
GSM92172.CEL	0.0	5.3424	2.9575615
GSM92173.CEL	0.30801606	6.6429844	0.0
GSM92174.CEL	0.0	0.0	4.3923187
GSM92175.CEL	0.0	0.11935145	4.3430934
GSM92176.CEL	0.0	0.0	4.353929
GSM92177.CEL	0.0	0.0	4.4586167
GSM92178.CEL	0.0	1.4885111	4.74235
GSM92179.CEL	0.0	1.8047191	4.4546566
GSM92180.CEL	0.0	1.7563084	4.45642
GSM92181.CEL	0.0	1.8103998	4.4004745
GSM92182.CEL	0.0	2.7399836	4.459008
GSM92183.CEL	0.0	3.0518117	4.4610367
GSM92184.CEL	0.0	0.24093512	4.8061624
GSM92185.CEL	0.0	0.5404991	5.343014
GSM92186.CEL	0.0	4.5178647	3.0532665
GSM92188.CEL	0.0	4.5149083	3.1516743
GSM92189.CEL	0.0	4.7454767	2.6723163
GSM92190.CEL	0.0	6.258188	0.3224622
GSM92191.CEL	0.0	6.3588476	0.0
GSM92192.CEL	0.49577034	6.03272	0.0
GSM92193.CEL	0.46674874	6.067344	0.0
GSM954576_Nomura_PA01-1_Pae_G1a_.CEL	0.0	0.0	2.565844
GSM954577_Nomura_PA01-2_Pae_G1a_.CEL	0.0	0.0	3.938684
GSM954578_Nomura_PA01-3_Pae_G1a_.CEL	0.0	0.0	4.394699
GSM954579_Nomura_PA01-4_Pae_G1a_.CEL	0.0	0.0	4.0448623
GSM954580_Nomura_PA2449-1_Pae_G1a_.CEL	0.0	0.0	2.1394916
GSM954581_Nomura_PA2449-2_Pae_G1a_.CEL	0.0	0.0	3.5482378
GSM954582_Nomura_PA2449-3_Pae_G1a_.CEL	0.0	0.08479315	3.7981458
GSM954583_Nomura_PA2449-4_Pae_G1a_.CEL	0.0	0.0	2.9712338
GSM994496_PAO1-replicate-01.CEL	0.0	0.0	1.7403146
GSM994497_PAO1-replicate-02.CEL	0.0	0.0	1.9119965
GSM994498_PAO1-replicate-03.CEL	0.0	0.0	1.5742145
GSM994499_HM4-replicate-01.CEL	0.0	0.0	0.0
GSM994500_HM4-replicate-02.CEL	0.0	0.0	0.0
GSM994501_HM4-replicate-03.CEL	0.0	0.0	0.0
H_1.CEL	0.0	0.0	0.0
H_3.CEL	0.0	0.0	0.0
H_5.CEL	0.0	0.0	0.0
HH-PA14_7-6-09_7-8-09_s1.CEL	4.247125	3.9563446	0.0
JS-1B4.9.07.CEL	0.0	0.0	0.0
JS-A164.9.07.CEL	0.0	0.0	0.0
JS-A84.9.07.CEL	0.0	0.0	0.0
JS-G164.9.07.CEL	0.0	0.0	0.0
JS-G84.18.07.CEL	0.0	0.0	0.0
JS-T24.9.07.CEL	0.0	0.0	0.0
KP_PA14_5-28_5-30-08_s2.CEL	3.3535357	3.455647	0.0
L_12.CEL	0.0	0.0	0.0
L_13.CEL	0.0	0.0	0.0
L_14.CEL	0.0	0.0	0.0
MBU_JGOLD_pakA1.CEL	0.0	0.0	2.2825055
MBU_JGOLD_pakA2.CEL	0.0	0.0	2.4679618
MBU_JGOLD_PAO11.CEL	0.0	0.0	2.9676104
MBU_JGOLD_PAO12.CEL	0.0	0.0	2.1529782
MBU_PAER_pak1.CEL	0.0	1.9827039	3.345797
MBU_PAER_pak2.CEL	0.0	1.0971864	3.8517327
MBU_PAER_PT51.CEL	0.0	0.57388645	0.35793924
MBU_PAER_PT52.CEL	0.0	0.919263	1.7705848
MSC_01.CEL	3.4148796	5.2207646	0.0
MSC_02.CEL	3.0253582	4.8644886	0.0
MSC_03.CEL	3.270289	4.7126184	0.0
MSC_04.CEL	2.6478608	5.069138	0.0
MSC_05.CEL	3.3212125	4.736341	0.0
MSC_06.CEL	1.4384532	5.093203	0.0
MSC_07.CEL	2.4310696	4.9373794	0.0
MSC_08.CEL	0.636152	5.601707	0.0
MSC_09.CEL	2.1140976	4.6842747	0.0
MSC_10.CEL	0.5919509	5.7505827	0.09296507
Nag_cDNA_1-30-09_S2.CEL	0.28186685	0.0	3.7357125
Nag_cDNA_2-26-09_s1.CEL	1.0887365	0.0	3.5387735
Overhage11001_Pae_G1a.CEL	1.307049	2.74473	3.5027819
Overhage11002_Pae_G1a.CEL	1.0421194	2.626297	4.2061105
Overhage5001_Pae_G1a.CEL	1.0873591	2.712204	3.474102
Overhage5002_Pae_G1a.CEL	0.8195895	2.7631745	3.9482746
PA14_3-23-07_s2.CEL	3.859926	3.6134992	0.0
PA14-Aro_10-5-07_s2.CEL	3.7500415	3.9910483	0.0
PA14_cDNA_labeled_4-09-08_S2.CEL	4.410357	4.1622763	0.0
Pae_Fe02_13.CEL	0.0	0.0	0.0
Pae_Fe02_14.CEL	0.0	0.0	0.0
Pae_Fe02_15.CEL	0.0	0.0	0.0
Pae_Fe03_16.CEL	0.0	0.0	0.0
Pae_Fe03_17.CEL	0.0	0.0	0.0
Pae_Fe03_18.CEL	0.0	0.0	0.0
Pae_noFe_10.CEL	0.0	0.0	0.0
Pae_noFe_11.CEL	0.0	0.0	0.0
Pae_noFe_12.CEL	0.0	0.0	0.0
Tob1_aerobic_wdh_Pae_G1a.CEL	0.0	0.0	0.20696443
Tob1_anaerobic_Pae_G1a.CEL	0.9690312	0.0	0.0
Tob2_aerobic_wdh_Pae_G1a.CEL	0.0	0.0	0.2817033
Tob2_anaerobic_Pae_G1a.CEL	1.2992299	0.0	0.0
Tob3aerobic_Pae_G1a.CEL	0.0	0.0	0.658715
Tob3_anaerobic_Pae_G1a.CEL	1.1441486	0.0	0.0
TUBS0088.CEL	0.0	0.0	2.886374
TUBS0089.CEL	0.0	0.0	3.1102319
TUBS0090.CEL	0.0	0.0	2.6805995
TUBS0091.CEL	0.0	0.0	1.777162
TUBS0092.CEL	0.0	0.0	1.02763
TUBS0093.CEL	0.0	0.0	1.7763745
TUBS0094.CEL	0.0	0.0	0.12761045
TUBS0095.CEL	0.0	0.0	1.007462
TUBS0096.CEL	0.0	0.0	0.8824171
Van_Delden_Kohler_0311_BAL6_1.CEL	0.0	0.010675132	3.7318053
Van_Delden_Kohler_0311_BAL6+_1.CEL	0.0	0.26790315	3.5009766
Van_Delden_Kohler_0311_BAL6_2.CEL	0.0	0.11274207	3.8917694
Van_Delden_Kohler_0311_BAL6+_2.CEL	0.0	0.34550655	3.5289292
Van_Delden_Kohler_0311_BAL6_3.CEL	0.0	0.0	3.377345
Van_Delden_Kohler_0311_BAL6+_3.CEL	0.0	0.011561155	3.3788595
Van_Delden_Kohler_0311_PT5_1.CEL	0.0	0.7342351	3.2465453
Van_Delden_Kohler_0311_PT5_2.CEL	0.0	1.5848103	3.546217
Van_Delden_Kohler_0311_PT5_3.CEL	0.0	2.2387586	3.7675877
WT12935-18-05.CEL	0.7154237	4.6596866	0.0
WT12935-4-05.CEL	0.20532241	4.9783397	0.0
